Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount,Namount
7/15/25,7/15/25,7/17/25,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.441279,"$1,270.07",($560.46),$560.46
7/28/25,7/28/25,7/28/25,,Interest Payment,INT,,,$0.01,$0.00
8/1/25,8/1/25,8/1/25,,ACH Deposit,ACH,,,$935.00,$0.00
8/1/25,8/1/25,8/3/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.702463,"$1,188.76",($835.06),$835.06
8/4/25,8/4/25,8/6/25,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.095632,"$1,303.68",($124.67),$124.67
8/15/25,8/15/25,8/15/25,,ACH Deposit,ACH,,,"$1,300.00",$0.00
8/15/25,8/15/25,8/17/25,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,0.896499,$204.60,($183.42),$183.42
8/18/25,8/18/25,8/20/25,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,3.152638,$205.15,($646.76),$646.76
8/19/25,8/19/25,8/21/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.383316,"$1,209.95",($463.79),$463.79
8/27/25,8/27/25,8/27/25,VOO,Cash Div: R/D 2025-08-27 P/D 2025-08-27 - 127.619242 shares at 0.99,CDIV,,,$126.34,$0.00
8/28/25,8/28/25,8/30/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.112863,"$1,218.52",($137.53),$137.53
8/28/25,8/28/25,8/28/25,,Interest Payment,INT,,,$0.02,$0.00
9/1/25,9/1/25,9/1/25,,ACH Deposit,ACH,,,$926.00,$0.00
9/1/25,9/1/25,9/3/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.52402,"$1,221.86",($640.28),$640.28
9/2/25,9/2/25,9/4/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.222672,"$1,222.66",($272.25),$272.25
9/15/25,9/15/25,9/15/25,,ACH Deposit,ACH,,,$666.00,$0.00
9/15/25,9/15/25,9/17/25,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,0.872282,$208.95,($182.26),$182.26
9/16/25,9/16/25,9/18/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.278074,"$1,231.82",($342.54),$342.54
9/17/25,9/17/25,9/19/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.120643,"$1,232.34",($148.67),$148.67
9/27/25,9/27/25,9/27/25,SCHD,Cash Div: R/D 2025-09-27 P/D 2025-09-27 - 231.803974 shares at 0.462,CDIV,,,$107.09,$0.00
9/28/25,9/28/25,9/28/25,,Interest Payment,INT,,,$0.01,$0.00
9/29/25,9/29/25,10/1/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.091743,"$1,237.28",($113.51),$113.51
10/1/25,10/1/25,10/1/25,,ACH Deposit,ACH,,,$953.00,$0.00
10/1/25,10/1/25,10/3/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.754279,"$1,237.88",($933.71),$933.71
10/15/25,10/15/25,10/15/25,,ACH Deposit,ACH,,,"$1,036.00",$0.00
10/15/25,10/15/25,10/17/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.852934,"$1,240.51","($1,058.07)","$1,058.07"
10/28/25,10/28/25,10/28/25,,Interest Payment,INT,,,$0.01,$0.00
11/1/25,11/1/25,11/1/25,,ACH Deposit,ACH,,,$547.00,$0.00
11/3/25,11/3/25,11/5/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.436566,"$1,240.80",($541.69),$541.69
11/12/25,11/12/25,11/12/25,VOO,Cash Div: R/D 2025-11-12 P/D 2025-11-12 - 131.013036 shares at 0.99,CDIV,,,$129.70,$0.00
11/13/25,11/13/25,11/15/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.101358,"$1,240.19",($125.70),$125.70
11/15/25,11/15/25,11/15/25,,ACH Deposit,ACH,,,$949.00,$0.00
11/17/25,11/17/25,11/19/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.7526,"$1,239.92",($933.16),$933.16
11/27/25,11/27/25,11/27/25,SCHD,Cash Div: R/D 2025-11-27 P/D 2025-11-27 - 231.803974 shares at 0.462,CDIV,,,$107.09,$0.00
11/28/25,11/28/25,11/30/25,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.090863,"$1,373.76",($124.82),$124.82
11/28/25,11/28/25,11/28/25,,Interest Payment,INT,,,$0.02,$0.00
12/1/25,12/1/25,12/1/25,,ACH Deposit,ACH,,,"$1,433.00",$0.00
12/1/25,12/1/25,12/3/25,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.385005,"$1,374.21",($529.08),$529.08
12/2/25,12/2/25,12/4/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.602717,"$1,239.35",($746.98),$746.98
12/3/25,12/3/25,12/5/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.120835,"$1,239.36",($149.76),$149.76
12/15/25,12/15/25,12/15/25,,ACH Deposit,ACH,,,"$1,143.00",$0.00
12/15/25,12/15/25,12/17/25,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.356898,"$1,377.50",($491.63),$491.63
12/16/25,12/16/25,12/18/25,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.51004,"$1,240.38",($632.64),$632.64
12/28/25,12/28/25,12/28/25,,Interest Payment,INT,,,$0.01,$0.00
1/1/26,1/1/26,1/1/26,,ACH Deposit,ACH,,,$538.00,$0.00
1/1/26,1/1/26,1/3/26,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.435822,"$1,244.72",($542.48),$542.48
1/15/26,1/15/26,1/15/26,,ACH Deposit,ACH,,,$871.00,$0.00
1/15/26,1/15/26,1/17/26,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.502357,"$1,252.21",($629.06),$629.06
1/16/26,1/16/26,1/18/26,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.199923,"$1,252.90",($250.48),$250.48
1/27/26,1/27/26,1/27/26,VOO,Cash Div: R/D 2026-01-27 P/D 2026-01-27 - 134.238688 shares at 0.99,CDIV,,,$132.90,$0.00
1/28/26,1/28/26,1/30/26,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.107341,"$1,262.73",($135.54),$135.54
1/28/26,1/28/26,1/28/26,,Interest Payment,INT,,,$0.02,$0.00
2/1/26,2/1/26,2/1/26,,ACH Deposit,ACH,,,$645.00,$0.00
2/2/26,2/2/26,2/4/26,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.42057,"$1,416.34",($595.67),$595.67
2/15/26,2/15/26,2/15/26,,ACH Deposit,ACH,,,$923.00,$0.00
2/16/26,2/16/26,2/18/26,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.674903,"$1,437.53",($970.19),$970.19
2/28/26,2/28/26,2/28/26,,Interest Payment,INT,,,$0.01,$0.00
3/1/26,3/1/26,3/1/26,,ACH Deposit,ACH,,,"$1,221.00",$0.00
3/2/26,3/2/26,3/4/26,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.1572,"$1,305.20",($205.18),$205.18
3/3/26,3/3/26,3/5/26,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.71007,"$1,306.81",($927.93),$927.93
3/4/26,3/4/26,3/6/26,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.072396,"$1,308.44",($94.73),$94.73
3/12/26,3/12/26,3/12/26,SCHD,Cash Div: R/D 2026-03-12 P/D 2026-03-12 - 231.803974 shares at 0.462,CDIV,,,$107.09,$0.00
3/12/26,3/12/26,3/12/26,VOO,Cash Div: R/D 2026-03-12 P/D 2026-03-12 - 135.285695 shares at 0.99,CDIV,,,$133.93,$0.00
3/13/26,3/13/26,3/15/26,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,1.036603,$224.64,($232.86),$232.86
3/15/26,3/15/26,3/15/26,,ACH Deposit,ACH,,,$737.00,$0.00
3/16/26,3/16/26,3/18/26,SCHD,Schwab US Dividend Equity ETF\nCUSIP: 808524797,Buy,3.265025,$225.55,($736.43),$736.43
3/27/26,3/27/26,3/27/26,VOO,Cash Div: R/D 2026-03-27 P/D 2026-03-27 - 135.285695 shares at 0.99,CDIV,,,$133.93,$0.00
3/28/26,3/28/26,3/28/26,,Interest Payment,INT,,,$0.02,$0.00
3/30/26,3/30/26,4/1/26,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.109052,"$1,355.35",($147.80),$147.80
4/1/26,4/1/26,4/1/26,,ACH Deposit,ACH,,,"$1,121.00",$0.00
4/1/26,4/1/26,4/3/26,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.732447,"$1,529.16","($1,120.03)","$1,120.03"
4/15/26,4/15/26,4/15/26,,ACH Deposit,ACH,,,"$1,489.00",$0.00
4/15/26,4/15/26,4/17/26,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.639739,"$1,562.74",($999.75),$999.75
4/16/26,4/16/26,4/18/26,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.287818,"$1,565.15",($450.48),$450.48
4/28/26,4/28/26,4/28/26,,Interest Payment,INT,,,$0.01,$0.00
5/1/26,5/1/26,5/1/26,,ACH Deposit,ACH,,,"$1,060.00",$0.00
5/1/26,5/1/26,5/3/26,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.682537,"$1,417.86",($967.74),$967.74
5/4/26,5/4/26,5/6/26,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.077038,"$1,607.83",($123.86),$123.86
5/12/26,5/12/26,5/12/26,VOO,Cash Div: R/D 2026-05-12 P/D 2026-05-12 - 136.077284 shares at 0.99,CDIV,,,$134.72,$0.00
5/13/26,5/13/26,5/15/26,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.083093,"$1,628.09",($135.28),$135.28
5/15/26,5/15/26,5/15/26,,ACH Deposit,ACH,,,$568.00,$0.00
5/15/26,5/15/26,5/17/26,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.354644,"$1,632.45",($578.94),$578.94
5/27/26,5/27/26,5/27/26,VOO,Cash Div: R/D 2026-05-27 P/D 2026-05-27 - 136.077284 shares at 0.99,CDIV,,,$134.72,$0.00
5/28/26,5/28/26,5/30/26,QQQ,Invesco QQQ Trust\nCUSIP: 46090E103,Buy,0.077363,"$1,659.11",($128.35),$128.35
5/28/26,5/28/26,5/28/26,,Interest Payment,INT,,,$0.02,$0.00
6/1/26,6/1/26,6/1/26,,ACH Deposit,ACH,,,$582.00,$0.00
6/1/26,6/1/26,6/3/26,VOO,Vanguard S&P 500 ETF\nCUSIP: 922908363,Buy,0.391681,"$1,470.65",($576.03),$576.03
